business_units,sub_unit,accounts,amount
A,000550,others_incomes,551
A,000550,re_incomes,1259
A,000550,rent,-16293
A,000550,shrinkage,-18912
A,000550,third_party_service,-517
A,000550,transportation_cost,-8324
A,000550,utilities,-19013
A,000550,wage,-43139
A,000551,advertising,-3246
A,000551,cogs,-340375
A,000551,credit_card_fee,-3136
A,000551,customer_loyalty,-195
A,000551,equipment_lease,-108
A,000551,income _allowances,66574
A,000551,insurance,-2609
A,000551,it_maintenance,-191
A,000551,maintenance,-2901
A,000551,materials,-2733
A,000551,net_sales,406142
A,000551,others,-895
A,000551,others_incomes,8305
A,000551,re_incomes,1259
A,000551,rent,-15609
A,000551,shrinkage,-12972
A,000551,third_party_service,-490
A,000551,transportation_cost,-5710
A,000551,utilities,-14396
A,000551,wage,-33871
A,000552,advertising,-3493
A,000552,cogs,-366291
A,000552,credit_card_fee,-3375
A,000552,customer_loyalty,-210
A,000552,equipment_lease,-108
A,000552,income _allowances,71643
A,000552,insurance,-1936
A,000552,it_maintenance,-191
A,000552,maintenance,-3119
A,000552,materials,-2941
A,000552,net_sales,437065
A,000552,others,-895
A,000552,others_incomes,298
A,000552,re_incomes,1259
A,000552,rent,-22818
A,000552,shrinkage,-13960
A,000552,third_party_service,-239
A,000552,transportation_cost,-6145
A,000552,utilities,-15005
A,000552,wage,-35308
A,000553,advertising,-3281
A,000553,cogs,-344079
A,000553,credit_card_fee,-3170
A,000553,customer_loyalty,-197
A,000553,equipment_lease,-108
A,000553,income _allowances,67299
A,000553,insurance,-1736
A,000553,it_maintenance,-191
A,000553,maintenance,-2911
A,000553,materials,-2762
A,000553,net_sales,410562
A,000553,others,-895
A,000553,others_incomes,315
A,000553,re_incomes,1259
A,000553,rent,-22868
A,000553,shrinkage,-13114
A,000553,third_party_service,-359
A,000553,transportation_cost,-5772
A,000553,utilities,-14865
A,000553,wage,-31883
A,000554,advertising,-3555
A,000554,cogs,-372806
A,000554,credit_card_fee,-3435
A,000554,customer_loyalty,-214
A,000554,equipment_lease,-108
A,000554,income _allowances,72918
A,000554,insurance,-1738
A,000554,it_maintenance,-191
A,000554,maintenance,-2851
A,000554,materials,-2993
A,000554,net_sales,444839
A,000554,others,-895
A,000554,others_incomes,334
A,000554,re_incomes,1259
A,000554,rent,-23201
A,000554,shrinkage,-14209
A,000554,third_party_service,-380
A,000554,transportation_cost,-6254
A,000554,utilities,-14685
A,000554,wage,-33678
A,000555,advertising,-3674
A,000555,cogs,-385201
A,000555,credit_card_fee,-3549
A,000555,customer_loyalty,-221
A,000555,equipment_lease,-108
A,000555,income _allowances,75342
A,000555,insurance,-1942
A,000555,it_maintenance,-191
A,000555,maintenance,-3091
A,000555,materials,-3092
A,000555,net_sales,459630
A,000555,others,-895
A,000555,others_incomes,310
A,000555,re_incomes,1259
A,000555,rent,-22833
A,000555,shrinkage,-14681
A,000555,third_party_service,-242
A,000555,transportation_cost,-6462
A,000555,utilities,-15030
A,000555,wage,-34447
A,000556,advertising,-1929
A,000556,cogs,-202280
A,000556,credit_card_fee,-1864
A,000556,customer_loyalty,-116
A,000556,equipment_lease,-108
A,000556,income _allowances,39564
A,000556,insurance,-1163
A,000556,it_maintenance,-191
A,000556,maintenance,-2051
A,000556,materials,-1624
A,000556,net_sales,241364
A,000556,others,-895
A,000556,others_incomes,232
A,000556,re_incomes,1259
A,000556,rent,-7170
A,000556,shrinkage,-7709
A,000556,third_party_service,-186
A,000556,transportation_cost,-3393
A,000556,utilities,-9822
A,000556,wage,-21706
A,000557,advertising,-1691
A,000557,cogs,-177347
A,000557,credit_card_fee,-1634
A,000557,customer_loyalty,-102
A,000557,equipment_lease,-108
A,000557,income _allowances,34687
A,000557,insurance,-1072
A,000557,it_maintenance,-191
A,000557,maintenance,-1958
A,000557,materials,-1424
A,000557,net_sales,211614
A,000557,others,-895
A,000557,others_incomes,224
A,000557,re_incomes,1259
A,000557,rent,-7138
A,000557,shrinkage,-6759
A,000557,third_party_service,-194
A,000557,transportation_cost,-2975
A,000557,utilities,-9263
A,000557,wage,-20801
A,000558,advertising,-2163
A,000558,cogs,-226867
A,000558,credit_card_fee,-2090
A,000558,customer_loyalty,-130
A,000558,equipment_lease,-108
A,000558,income _allowances,44373
A,000558,insurance,-1126
A,000558,it_maintenance,-191
A,000558,maintenance,-1916
A,000558,materials,-1821
A,000558,net_sales,270702
A,000558,others,-895
A,000558,others_incomes,243
A,000558,re_incomes,1259
A,000558,rent,-8195
A,000558,shrinkage,-8646
A,000558,third_party_service,-208
A,000558,transportation_cost,-3806
A,000558,utilities,-10031
A,000558,wage,-22553
A,000559,advertising,-2120
A,000559,cogs,-222327
A,000559,credit_card_fee,-2048
A,000559,customer_loyalty,-127
A,000559,equipment_lease,-108
A,000559,income _allowances,43485
A,000559,insurance,-1278
A,000559,it_maintenance,-191
A,000559,maintenance,-2314
A,000559,materials,-1785
A,000559,net_sales,265284
A,000559,others,-895
A,000559,others_incomes,251
A,000559,re_incomes,1259
A,000559,rent,-7363
A,000559,shrinkage,-8473
A,000559,third_party_service,-184
A,000559,transportation_cost,-3730
A,000559,utilities,-10536
A,000559,wage,-22625
A,000560,advertising,-2620
A,000560,cogs,-274698
A,000560,credit_card_fee,-2531
A,000560,customer_loyalty,-158
A,000560,equipment_lease,-108
A,000560,income _allowances,53728
A,000560,insurance,-1740
A,000560,it_maintenance,-191
A,000560,maintenance,-2172
A,000560,materials,-2205
A,000560,net_sales,327775
A,000560,others,-895
A,000560,others_incomes,269
A,000560,re_incomes,1259
A,000560,rent,-19218
A,000560,shrinkage,-10469
A,000560,third_party_service,-235
A,000560,transportation_cost,-4608
A,000560,utilities,-12144
A,000560,wage,-26798
A,000561,advertising,-2340
A,000561,cogs,-245340
A,000561,credit_card_fee,-2260
A,000561,customer_loyalty,-141
A,000561,equipment_lease,-108
A,000561,income _allowances,47986
A,000561,insurance,-1531
A,000561,it_maintenance,-191
A,000561,maintenance,-2200
A,000561,materials,-1969
A,000561,net_sales,292744
A,000561,others,-895
A,000561,others_incomes,275
A,000561,re_incomes,1259
A,000561,rent,-19290
A,000561,shrinkage,-9350
A,000561,third_party_service,-253
A,000561,transportation_cost,-4116
A,000561,utilities,-11657
A,000561,wage,-24435
A,000562,advertising,-2557
A,000562,cogs,-268159
A,000562,credit_card_fee,-2471
A,000562,customer_loyalty,-154
A,000562,equipment_lease,-108
A,000562,income _allowances,52449
A,000562,insurance,-1575
A,000562,it_maintenance,-191
A,000562,maintenance,-2168
A,000562,materials,-2153
A,000562,net_sales,319972
A,000562,others,-895
A,000562,others_incomes,278
A,000562,re_incomes,1259
A,000562,rent,-19554
A,000562,shrinkage,-10220
A,000562,third_party_service,-315
A,000562,transportation_cost,-4499
A,000562,utilities,-12112
A,000562,wage,-26600
A,000563,advertising,-2953
A,000563,cogs,-309692
A,000563,credit_card_fee,-2853
A,000563,customer_loyalty,-178
A,000563,equipment_lease,-108
A,000563,income _allowances,60573
A,000563,insurance,-1888
A,000563,it_maintenance,-191
A,000563,maintenance,-2194
A,000563,materials,-2486
A,000563,net_sales,369530
A,000563,others,-895
A,000563,others_incomes,272
A,000563,re_incomes,1259
A,000563,rent,-19215
A,000563,shrinkage,-11803
A,000563,third_party_service,-215
A,000563,transportation_cost,-5195
A,000563,utilities,-12476
A,000563,wage,-28461
A,000564,advertising,-2639
A,000564,cogs,-276730
A,000564,credit_card_fee,-2550
A,000564,customer_loyalty,-159
A,000564,equipment_lease,-108
A,000564,income _allowances,54126
A,000564,insurance,-1987
A,000564,it_maintenance,-191
A,000564,maintenance,-2229
A,000564,materials,-2222
A,000564,net_sales,330199
A,000564,others,-895
A,000564,others_incomes,267
A,000564,re_incomes,1259
A,000564,rent,-27604
A,000564,shrinkage,-10546
A,000564,third_party_service,-249
A,000564,transportation_cost,-4642
A,000564,utilities,-10482
A,000564,wage,-26548
A,000565,advertising,-2558
A,000565,cogs,-268208
A,000565,credit_card_fee,-2471
A,000565,customer_loyalty,-154
A,000565,equipment_lease,-108
A,000565,income _allowances,52459
A,000565,insurance,-1877
A,000565,it_maintenance,-191
A,000565,maintenance,-2379
A,000565,materials,-2153
A,000565,net_sales,320031
A,000565,others,-895
A,000565,others_incomes,284
A,000565,re_incomes,1259
A,000565,rent,-27919
A,000565,shrinkage,-10222
A,000565,third_party_service,-242
A,000565,transportation_cost,-4499
A,000565,utilities,-11214
A,000565,wage,-26432
A,000566,advertising,-2633
A,000566,cogs,-276087
A,000566,credit_card_fee,-2544
A,000566,customer_loyalty,-158
A,000566,equipment_lease,-108
A,000566,income _allowances,54000
A,000566,insurance,-1609
A,000566,it_maintenance,-191
A,000566,maintenance,-2423
A,000566,materials,-2216
A,000566,net_sales,329432
A,000566,others,-895
A,000566,others_incomes,301
A,000566,re_incomes,1259
A,000566,rent,-28190
A,000566,shrinkage,-10522
A,000566,third_party_service,-244
A,000566,transportation_cost,-4632
A,000566,utilities,-11432
A,000566,wage,-27216
A,000567,advertising,-2756
A,000567,cogs,-288952
A,000567,credit_card_fee,-2662
A,000567,customer_loyalty,-166
A,000567,equipment_lease,-108
A,000567,income _allowances,56516
A,000567,insurance,-1971
A,000567,it_maintenance,-191
A,000567,maintenance,-2343
A,000567,materials,-2320
A,000567,net_sales,344783
A,000567,others,-895
A,000567,others_incomes,287
A,000567,re_incomes,1259
A,000567,rent,-27636
A,000567,shrinkage,-11013
A,000567,third_party_service,-248
A,000567,transportation_cost,-4847
A,000567,utilities,-10727
A,000567,wage,-26827
A,000568,advertising,-5434
A,000568,cogs,-569793
A,000568,credit_card_fee,-5250
A,000568,customer_loyalty,-327
A,000568,equipment_lease,-108
A,000568,income _allowances,111447
A,000568,insurance,-3113
A,000568,it_maintenance,-191
A,000568,maintenance,-3687
A,000568,materials,-4575
A,000568,net_sales,679888
A,000568,others,-895
A,000568,others_incomes,471
A,000568,re_incomes,1259
A,000568,rent,-20917
A,000568,shrinkage,-21716
A,000568,third_party_service,-373
A,000568,transportation_cost,-9559
A,000568,utilities,-19085
A,000568,wage,-48630
A,000569,advertising,-4954
A,000569,cogs,-519467
A,000569,credit_card_fee,-4787
A,000569,customer_loyalty,-298
A,000569,equipment_lease,-108
A,000569,income _allowances,101603
A,000569,insurance,-2994
A,000569,it_maintenance,-191
A,000569,maintenance,-3433
A,000569,materials,-4171
A,000569,net_sales,619838
A,000569,others,-895
A,000569,others_incomes,478
A,000569,re_incomes,1259
A,000569,rent,-20961
A,000569,shrinkage,-19798
A,000569,third_party_service,-455
A,000569,transportation_cost,-8715
A,000569,utilities,-18627
A,000569,wage,-45860
A,000570,advertising,-5004
A,000570,cogs,-524653
A,000570,credit_card_fee,-4834
A,000570,customer_loyalty,-301
A,000570,equipment_lease,-108
A,000570,income _allowances,102618
A,000570,insurance,-2366
A,000570,it_maintenance,-191
A,000570,maintenance,-3107
A,000570,materials,-4212
A,000570,net_sales,626026
A,000570,others,-895
A,000570,others_incomes,513
A,000570,re_incomes,1259
A,000570,rent,-21177
A,000570,shrinkage,-19996
A,000570,third_party_service,-446
A,000570,transportation_cost,-8802
A,000570,utilities,-17679
A,000570,wage,-44254
A,000571,advertising,-5816
A,000571,cogs,-609827
A,000571,credit_card_fee,-5619
A,000571,customer_loyalty,-350
A,000571,equipment_lease,-108
A,000571,income _allowances,119277
A,000571,insurance,-3205
A,000571,it_maintenance,-191
A,000571,maintenance,-3836
A,000571,materials,-4896
A,000571,net_sales,727657
A,000571,others,-895
A,000571,others_incomes,502
A,000571,re_incomes,1259
A,000571,rent,-20931
A,000571,shrinkage,-23242
A,000571,third_party_service,-409
A,000571,transportation_cost,-10231
A,000571,utilities,-20016
A,000571,wage,-52711
A,000572,advertising,-2457
A,000572,cogs,-257616
A,000572,credit_card_fee,-2374
A,000572,customer_loyalty,-148
A,000572,equipment_lease,-108
A,000572,income _allowances,50387
A,000572,insurance,-1393
A,000572,it_maintenance,-191
A,000572,maintenance,-1977
A,000572,materials,-2068
A,000572,net_sales,307392
A,000572,others,-895
A,000572,others_incomes,257
A,000572,re_incomes,1259
A,000572,rent,-7693
A,000572,shrinkage,-9818
A,000572,third_party_service,-216
A,000572,transportation_cost,-4322
A,000572,utilities,-9879
A,000572,wage,-25220
A,000573,advertising,-2374
A,000573,cogs,-248907
A,000573,credit_card_fee,-2293
A,000573,customer_loyalty,-143
A,000573,equipment_lease,-108
A,000573,income _allowances,48684
A,000573,insurance,-1397
A,000573,it_maintenance,-191
A,000573,maintenance,-1907
A,000573,materials,-1998
A,000573,net_sales,297001
A,000573,others,-895
A,000573,others_incomes,245
A,000573,re_incomes,1259
A,000573,rent,-7717
A,000573,shrinkage,-9486
A,000573,third_party_service,-181
A,000573,transportation_cost,-4176
A,000573,utilities,-10082
A,000573,wage,-24825
A,000574,advertising,-2993
A,000574,cogs,-313881
A,000574,credit_card_fee,-2892
A,000574,customer_loyalty,-180
A,000574,equipment_lease,-108
A,000574,income _allowances,61392
A,000574,insurance,-1568
A,000574,it_maintenance,-191
A,000574,maintenance,-2325
A,000574,materials,-2520
A,000574,net_sales,374528
A,000574,others,-895
A,000574,others_incomes,302
A,000574,re_incomes,1259
A,000574,rent,-8119
A,000574,shrinkage,-11963
A,000574,third_party_service,-250
A,000574,transportation_cost,-5266
A,000574,utilities,-12248
A,000574,wage,-29614
A,000575,advertising,-2631
A,000575,cogs,-275847
A,000575,credit_card_fee,-2542
A,000575,customer_loyalty,-158
A,000575,equipment_lease,-108
A,000575,income _allowances,53953
A,000575,insurance,-1539
A,000575,it_maintenance,-191
A,000575,maintenance,-2284
A,000575,materials,-2214
A,000575,net_sales,329146
A,000575,others,-895
A,000575,others_incomes,275
A,000575,re_incomes,1259
A,000575,rent,-7769
A,000575,shrinkage,-10513
A,000575,third_party_service,-245
A,000575,transportation_cost,-4627
A,000575,utilities,-10855
A,000575,wage,-27207
A,000576,advertising,-1610
A,000576,cogs,-168807
A,000576,credit_card_fee,-1555
A,000576,customer_loyalty,-97
A,000576,equipment_lease,-108
A,000576,income _allowances,33017
A,000576,insurance,-1006
A,000576,it_maintenance,-191
A,000576,maintenance,-1936
A,000576,materials,-1355
A,000576,net_sales,201424
A,000576,others,-895
A,000576,others_incomes,228
A,000576,re_incomes,1259
A,000576,rent,-4193
A,000576,shrinkage,-6433
A,000576,third_party_service,-196
A,000576,transportation_cost,-2832
A,000576,utilities,-8514
A,000576,wage,-19471
A,000577,advertising,-1559
A,000577,cogs,-163496
A,000577,credit_card_fee,-1506
A,000577,customer_loyalty,-94
A,000577,equipment_lease,-108
A,000577,income _allowances,31978
A,000577,insurance,-916
A,000577,it_maintenance,-191
A,000577,maintenance,-1748
A,000577,materials,-1312
A,000577,net_sales,195087
A,000577,others,-895
A,000577,others_incomes,216
A,000577,re_incomes,1259
A,000577,rent,-4123
A,000577,shrinkage,-6231
A,000577,third_party_service,-182
A,000577,transportation_cost,-2743
A,000577,utilities,-8245
A,000577,wage,-19072
A,000578,advertising,-1821
A,000578,cogs,-190952
A,000578,credit_card_fee,-1759
A,000578,customer_loyalty,-109
A,000578,equipment_lease,-108
A,000578,income _allowances,37348
A,000578,insurance,-1012
A,000578,it_maintenance,-191
A,000578,maintenance,-2039
A,000578,materials,-1533
A,000578,net_sales,227848
A,000578,others,-895
A,000578,others_incomes,260
A,000578,re_incomes,1259
A,000578,rent,-4614
A,000578,shrinkage,-7278
A,000578,third_party_service,-176
A,000578,transportation_cost,-3203
A,000578,utilities,-9176
A,000578,wage,-21089
A,000579,advertising,-1676
A,000579,cogs,-175783
A,000579,credit_card_fee,-1619
A,000579,customer_loyalty,-101
A,000579,equipment_lease,-108
A,000579,income _allowances,34381
A,000579,insurance,-972
A,000579,it_maintenance,-191
A,000579,maintenance,-1941
A,000579,materials,-1411
A,000579,net_sales,209748
A,000579,others,-895
A,000579,others_incomes,223
A,000579,re_incomes,1259
A,000579,rent,-4264
A,000579,shrinkage,-6698
A,000579,third_party_service,-207
A,000579,transportation_cost,-2949
A,000579,utilities,-8775
A,000579,wage,-19962
A,000580,advertising,-1110
A,000580,cogs,-116436
A,000580,credit_card_fee,-1073
A,000580,customer_loyalty,-66
A,000580,equipment_lease,-108
A,000580,income _allowances,22774
A,000580,insurance,-839
A,000580,it_maintenance,-191
A,000580,maintenance,-2092
A,000580,materials,-934
A,000580,net_sales,138934
A,000580,others,-895
A,000580,others_incomes,215
A,000580,re_incomes,1259
A,000580,rent,-4972
A,000580,shrinkage,-4437
A,000580,third_party_service,-170
A,000580,transportation_cost,-1953
A,000580,utilities,-7428
A,000580,wage,-15444
A,000581,advertising,-1014
A,000581,cogs,-106371
A,000581,credit_card_fee,-980
A,000581,customer_loyalty,-61
A,000581,equipment_lease,-108
A,000581,income _allowances,20805
A,000581,insurance,-782
A,000581,it_maintenance,-191
A,000581,maintenance,-1643
A,000581,materials,-854
A,000581,net_sales,126924
A,000581,others,-895
A,000581,others_incomes,218
A,000581,re_incomes,1259
A,000581,rent,-4982
A,000581,shrinkage,-4053
A,000581,third_party_service,-226
A,000581,transportation_cost,-1784
A,000581,utilities,-7590
A,000581,wage,-15645
A,000582,advertising,-1126
A,000582,cogs,-118094
A,000582,credit_card_fee,-1088
A,000582,customer_loyalty,-67
A,000582,equipment_lease,-108
A,000582,income _allowances,23098
A,000582,insurance,-718
A,000582,it_maintenance,-191
A,000582,maintenance,-1574
A,000582,materials,-948
A,000582,net_sales,140912
A,000582,others,-895
A,000582,others_incomes,231
A,000582,re_incomes,1259
A,000582,rent,-5055
A,000582,shrinkage,-4500
A,000582,third_party_service,-218
A,000582,transportation_cost,-1981
A,000582,utilities,-8135
A,000582,wage,-15669
A,000583,advertising,-1186
A,000583,cogs,-124372
A,000583,credit_card_fee,-1146
A,000583,customer_loyalty,-71
A,000583,equipment_lease,-108
A,000583,income _allowances,24326
A,000583,insurance,-849
A,000583,it_maintenance,-191
A,000583,maintenance,-2264
A,000583,materials,-998
A,000583,net_sales,148403
A,000583,others,-895
A,000583,others_incomes,210
A,000583,re_incomes,1259
A,000583,rent,-4975
A,000583,shrinkage,-4739
A,000583,third_party_service,-153
A,000583,transportation_cost,-2086
A,000583,utilities,-7907
A,000583,wage,-15417
A,000584,advertising,-2171
A,000584,cogs,-227637
A,000584,credit_card_fee,-2097
A,000584,customer_loyalty,-130
A,000584,equipment_lease,-108
A,000584,income _allowances,44524
A,000584,insurance,-1408
A,000584,it_maintenance,-191
A,000584,maintenance,-2219
A,000584,materials,-1827
A,000584,net_sales,271621
A,000584,others,-895
A,000584,others_incomes,216
A,000584,re_incomes,1259
A,000584,rent,-6062
A,000584,shrinkage,-8675
A,000584,third_party_service,-201
A,000584,transportation_cost,-3819
A,000584,utilities,-10086
A,000584,wage,-23381
A,000585,advertising,-2062
A,000585,cogs,-216192
A,000585,credit_card_fee,-1992
A,000585,customer_loyalty,-124
A,000585,equipment_lease,-108
A,000585,income _allowances,42285
A,000585,insurance,-1223
A,000585,it_maintenance,-191
A,000585,maintenance,-2034
A,000585,materials,-1735
A,000585,net_sales,257964
A,000585,others,-895
A,000585,others_incomes,223
A,000585,re_incomes,1259
A,000585,rent,-6558
A,000585,shrinkage,-8239
A,000585,third_party_service,-175
A,000585,transportation_cost,-3627
A,000585,utilities,-9335
A,000585,wage,-22852
A,000586,advertising,-2205
A,000586,cogs,-231235
A,000586,credit_card_fee,-2130
A,000586,customer_loyalty,-133
A,000586,equipment_lease,-108
A,000586,income _allowances,45227
A,000586,insurance,-1099
A,000586,it_maintenance,-191
A,000586,maintenance,-2137
A,000586,materials,-1856
A,000586,net_sales,275914
A,000586,others,-895
A,000586,others_incomes,253
A,000586,re_incomes,1259
A,000586,rent,-8338
A,000586,shrinkage,-8813
A,000586,third_party_service,-184
A,000586,transportation_cost,-3879
A,000586,utilities,-10233
A,000586,wage,-23695
A,000587,advertising,-2215
A,000587,cogs,-232259
A,000587,credit_card_fee,-2140
A,000587,customer_loyalty,-133
A,000587,equipment_lease,-108
A,000587,income _allowances,45428
A,000587,insurance,-1288
A,000587,it_maintenance,-191
A,000587,maintenance,-2349
A,000587,materials,-1864
A,000587,net_sales,277135
A,000587,others,-895
A,000587,others_incomes,215
A,000587,re_incomes,1259
A,000587,rent,-6127
A,000587,shrinkage,-8851
A,000587,third_party_service,-175
A,000587,transportation_cost,-3896
A,000587,utilities,-9848
A,000587,wage,-22821
A,000588,advertising,-2853
A,000588,cogs,-299199
A,000588,credit_card_fee,-2757
A,000588,customer_loyalty,-172
A,000588,equipment_lease,-108
A,000588,income _allowances,58521
A,000588,insurance,-1661
A,000588,it_maintenance,-191
A,000588,maintenance,-2492
A,000588,materials,-2402
A,000588,net_sales,357010
A,000588,others,-895
A,000588,others_incomes,276
A,000588,re_incomes,1259
A,000588,rent,-8511
A,000588,shrinkage,-11403
A,000588,third_party_service,-214
A,000588,transportation_cost,-5019
A,000588,utilities,-12499
A,000588,wage,-28909
A,000589,advertising,-2779
A,000589,cogs,-291360
A,000589,credit_card_fee,-2685
A,000589,customer_loyalty,-167
A,000589,equipment_lease,-108
A,000589,income _allowances,56988
A,000589,insurance,-1484
A,000589,it_maintenance,-191
A,000589,maintenance,-2314
A,000589,materials,-2339
A,000589,net_sales,347657
A,000589,others,-895
A,000589,others_incomes,269
A,000589,re_incomes,1259
A,000589,rent,-8495
A,000589,shrinkage,-11104
A,000589,third_party_service,-342
A,000589,transportation_cost,-4888
A,000589,utilities,-11958
A,000589,wage,-27983
A,000590,advertising,-2900
A,000590,cogs,-304062
A,000590,credit_card_fee,-2802
A,000590,customer_loyalty,-174
A,000590,equipment_lease,-108
A,000590,income _allowances,59472
A,000590,insurance,-1459
A,000590,it_maintenance,-191
A,000590,maintenance,-2236
A,000590,materials,-2441
A,000590,net_sales,362813
A,000590,others,-895
A,000590,others_incomes,289
A,000590,re_incomes,1259
A,000590,rent,-8670
A,000590,shrinkage,-11589
A,000590,third_party_service,-342
A,000590,transportation_cost,-5101
A,000590,utilities,-11984
A,000590,wage,-29972
A,000591,advertising,-2993
A,000591,cogs,-313809
A,000591,credit_card_fee,-2891
A,000591,customer_loyalty,-180
A,000591,equipment_lease,-108
A,000591,income _allowances,61378
A,000591,insurance,-1710
A,000591,it_maintenance,-191
A,000591,maintenance,-2650
A,000591,materials,-2519
A,000591,net_sales,374443
A,000591,others,-895
A,000591,others_incomes,280
A,000591,re_incomes,1259
A,000591,rent,-8592
A,000591,shrinkage,-11960
A,000591,third_party_service,-244
A,000591,transportation_cost,-5264
A,000591,utilities,-12650
A,000591,wage,-29840
A,000592,advertising,-1040
A,000592,cogs,-109045
A,000592,credit_card_fee,-1004
A,000592,customer_loyalty,-62
A,000592,equipment_lease,-108
A,000592,income _allowances,21328
A,000592,insurance,-646
A,000592,it_maintenance,-191
A,000592,maintenance,-1437
A,000592,materials,-875
A,000592,net_sales,130115
A,000592,others,-895
A,000592,others_incomes,222
A,000592,re_incomes,1259
A,000592,rent,-4096
A,000592,shrinkage,-4155
A,000592,third_party_service,-144
A,000592,transportation_cost,-1829
A,000592,utilities,-7277
A,000592,wage,-14373
A,000593,advertising,-1050
A,000593,cogs,-110109
A,000593,credit_card_fee,-1014
A,000593,customer_loyalty,-63
A,000593,equipment_lease,-108
A,000593,income _allowances,21536
A,000593,insurance,-597
A,000593,it_maintenance,-191
A,000593,maintenance,-1501
A,000593,materials,-884
A,000593,net_sales,131384
A,000593,others,-895
A,000593,others_incomes,248
A,000593,re_incomes,1259
A,000593,rent,-4111
A,000593,shrinkage,-4196
A,000593,third_party_service,-141
A,000593,transportation_cost,-1847
A,000593,utilities,-7455
A,000593,wage,-14434
A,000594,advertising,-1107
A,000594,cogs,-116067
A,000594,credit_card_fee,-1069
A,000594,customer_loyalty,-66
A,000594,equipment_lease,-108
A,000594,income _allowances,22701
A,000594,insurance,-680
A,000594,it_maintenance,-191
A,000594,maintenance,-1446
A,000594,materials,-931
A,000594,net_sales,138494
A,000594,others,-895
A,000594,others_incomes,223
A,000594,re_incomes,1259
A,000594,rent,-4167
A,000594,shrinkage,-4423
A,000594,third_party_service,-148
A,000594,transportation_cost,-1947
A,000594,utilities,-7544
A,000594,wage,-14805
A,000595,advertising,-1078
A,000595,cogs,-113110
A,000595,credit_card_fee,-1042
A,000595,customer_loyalty,-65
A,000595,equipment_lease,-108
A,000595,income _allowances,22123
A,000595,insurance,-609
A,000595,it_maintenance,-191
A,000595,maintenance,-1562
A,000595,materials,-908
A,000595,net_sales,134965
A,000595,others,-895
A,000595,others_incomes,238
A,000595,re_incomes,1259
A,000595,rent,-4096
A,000595,shrinkage,-4311
A,000595,third_party_service,-151
A,000595,transportation_cost,-1897
A,000595,utilities,-7625
A,000595,wage,-15265
A,000596,advertising,-1520
A,000596,cogs,-159378
A,000596,credit_card_fee,-1468
A,000596,customer_loyalty,-91
A,000596,equipment_lease,-108
A,000596,income _allowances,31173
A,000596,insurance,-880
A,000596,it_maintenance,-191
A,000596,maintenance,-1524
A,000596,materials,-1279
A,000596,net_sales,190173
A,000596,others,-895
A,000596,others_incomes,246
A,000596,re_incomes,1259
A,000596,rent,-12419
A,000596,shrinkage,-6074
A,000596,third_party_service,-145
A,000596,transportation_cost,-2673
A,000596,utilities,-9201
A,000596,wage,-18660
A,000597,advertising,-1494
A,000597,cogs,-156704
A,000597,credit_card_fee,-1444
A,000597,customer_loyalty,-90
A,000597,equipment_lease,-108
A,000597,income _allowances,30650
A,000597,insurance,-918
A,000597,it_maintenance,-191
A,000597,maintenance,-1632
A,000597,materials,-1258
A,000597,net_sales,186982
A,000597,others,-895
A,000597,others_incomes,241
A,000597,re_incomes,1259
A,000597,rent,-12465
A,000597,shrinkage,-5972
A,000597,third_party_service,-169
A,000597,transportation_cost,-2629
A,000597,utilities,-9356
A,000597,wage,-19149
A,000598,advertising,-1517
A,000598,cogs,-159145
A,000598,credit_card_fee,-1466
A,000598,customer_loyalty,-91
A,000598,equipment_lease,-108
A,000598,income _allowances,31127
A,000598,insurance,-915
A,000598,it_maintenance,-191
A,000598,maintenance,-1557
A,000598,materials,-1277
A,000598,net_sales,189895
A,000598,others,-895
A,000598,others_incomes,243
A,000598,re_incomes,1259
A,000598,rent,-12633
A,000598,shrinkage,-6065
A,000598,third_party_service,-148
A,000598,transportation_cost,-2670
A,000598,utilities,-9219
A,000598,wage,-18486
A,000599,advertising,-1569
A,000599,cogs,-164510
A,000599,credit_card_fee,-1516
A,000599,customer_loyalty,-94
A,000599,equipment_lease,-108
A,000599,income _allowances,32176
A,000599,insurance,-910
A,000599,it_maintenance,-191
A,000599,maintenance,-1584
A,000599,materials,-1320
A,000599,net_sales,196296
A,000599,others,-895
A,000599,others_incomes,241
A,000599,re_incomes,1259
A,000599,rent,-12419
A,000599,shrinkage,-6269
A,000599,third_party_service,-160
A,000599,transportation_cost,-2760
A,000599,utilities,-9188
A,000599,wage,-19253
A,000600,advertising,-1336
A,000600,cogs,-140128
A,000600,credit_card_fee,-1291
A,000600,customer_loyalty,-80
A,000600,equipment_lease,-108
A,000600,income _allowances,27408
A,000600,insurance,-896
A,000600,it_maintenance,-191
A,000600,maintenance,-1499
A,000600,materials,-1125
A,000600,net_sales,167204
A,000600,others,-895
A,000600,others_incomes,249
A,000600,re_incomes,1259
A,000600,rent,-5339
A,000600,shrinkage,-5340
A,000600,third_party_service,-189
A,000600,transportation_cost,-2350
A,000600,utilities,-7913
A,000600,wage,-17145
A,000601,advertising,-1222
A,000601,cogs,-128188
A,000601,credit_card_fee,-1181
A,000601,customer_loyalty,-73
A,000601,equipment_lease,-108
A,000601,income _allowances,25072
A,000601,insurance,-820
A,000601,it_maintenance,-191
A,000601,maintenance,-1542
A,000601,materials,-1029
A,000601,net_sales,152957
A,000601,others,-895
A,000601,others_incomes,330
A,000601,re_incomes,1259
