Sale_Price,Exterior_2nd,Exterior_1st,MS_SubClass,Sale_Type,Condition_1,Overall_Cond,Lot_Frontage,Mas_Vnr_Area,BsmtFin_SF_1,Bsmt_Unf_SF,Total_Bsmt_SF,Second_Flr_SF,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Fireplaces,Garage_Area,Wood_Deck_SF,Mo_Sold,Latitude,Longitude,Neighborhood,Lot_Area
122000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,0,0,5,0,0,0,0,0,1,0,2,6,0,498,0,10,42.027506,-93.665994,Edwards,15635
127500,Wd Sdng,Wd Sdng,One_Story_1946_and_Newer_All_Styles,COD,Norm,Average,73,0,7,1436,1436,0,0,0,1,0,3,7,1,480,0,11,42.024483,-93.667776,Edwards,9855
121500,MetalSd,MetalSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,68,0,6,816,1073,0,1,0,1,0,2,5,0,340,0,2,42.023982,-93.668212,Edwards,9571
60000,Brk Cmn,BrkComm,One_Story_1946_and_Newer_All_Styles,COD,Norm,Fair,68,0,7,1276,1276,0,0,0,1,0,3,5,0,350,0,6,42.023916,-93.667209,Edwards,9571
154400,MetalSd,MetalSd,Two_Story_1946_and_Newer,WD,Norm,Good,50,0,2,405,747,747,0,0,1,1,3,6,1,240,0,7,42.026133,-93.66527099999999,Edwards,9350
113000,MetalSd,MetalSd,One_Story_1945_and_Older,WD,Norm,Above_Average,50,0,6,328,672,0,1,0,1,0,2,4,0,234,0,8,42.025996,-93.66526999999999,Edwards,9340
125000,Wd Sdng,Wd Sdng,One_Story_1946_and_Newer_All_Styles,WD,Norm,Above_Average,62,0,2,916,1089,0,1,0,1,0,3,5,1,252,328,9,42.026307,-93.660147,Edwards,7440
84000,Wd Sdng,Wd Sdng,One_Story_1946_and_Newer_All_Styles,WD,Norm,Fair,0,0,5,0,0,0,0,0,1,0,3,5,0,290,186,1,42.024993,-93.663366,Edwards,11500
139500,HdBoard,HdBoard,One_Story_PUD_1946_and_Newer,WD,Norm,Average,42,149,3,104,1049,0,1,0,2,0,2,5,0,266,0,2,42.0246851,-93.6641939,Edwards,4235
131000,Wd Sdng,Wd Sdng,One_and_Half_Story_Finished_All_Ages,WD,Norm,Below_Average,60,0,4,476,768,568,0,0,1,1,3,8,1,281,0,1,42.02472119999999,-93.66104,Edwards,11409
105000,Wd Shng,WdShing,One_and_Half_Story_Finished_All_Ages,WD,Norm,Average,60,0,6,356,560,560,0,0,1,0,2,6,0,280,0,10,42.023548,-93.661005,Edwards,9060
108000,MetalSd,MetalSd,Two_Story_1945_and_Older,WD,Artery,Average,60,0,7,755,755,755,1,0,1,0,4,7,1,296,120,10,42.022754,-93.659855,Edwards,9084
162000,HdBoard,HdBoard,Split_or_Multilevel,WD,Feedr,Above_Average,74,0,3,308,1054,0,1,0,1,1,1,4,0,462,114,7,42.034183,-93.684708,Sawyer_West,10778
156500,Wd Sdng,Wd Sdng,Split_or_Multilevel,WD,Norm,Average,66,100,6,0,520,0,0,0,1,1,2,5,1,576,0,9,42.033714,-93.685733,Sawyer_West,19255
316600,Wd Sdng,Wd Sdng,One_and_Half_Story_Finished_All_Ages,WD,Norm,Very_Good,79,0,3,55,1496,636,1,0,1,1,1,5,1,612,349,9,42.0318449,-93.685986,Sawyer_West,12327
271900,HdBoard,HdBoard,One_Story_1946_and_Newer_All_Styles,WD,Norm,Good,90,234,1,1496,2158,0,0,0,2,0,3,7,1,701,84,6,42.03254,-93.68341,Sawyer_West,14684
213000,HdBoard,HdBoard,Two_Story_1946_and_Newer,WD,Norm,Average,75,137,1,227,740,769,1,0,2,1,3,7,1,425,234,7,42.030625,-93.681063,Sawyer_West,9317
239900,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,85,0,3,605,1079,800,1,0,2,1,3,8,1,473,400,8,42.030623,-93.682025,Sawyer_West,10560
239500,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,80,0,3,544,1128,878,0,0,2,1,3,8,1,466,0,6,42.030678,-93.682176,Sawyer_West,9828
131000,HdBoard,HdBoard,Two_Story_1945_and_Older,WD,Feedr,Good,120,0,5,0,0,728,0,0,1,0,4,7,1,576,0,6,42.03252,-93.679789,Sawyer_West,26400
118964,HdBoard,HdBoard,Duplex_All_Styles_and_Ages,WD,Norm,Average,64,0,5,0,0,0,0,0,2,0,4,8,0,410,0,6,42.031622,-93.679784,Sawyer_West,7018
153337,Plywood,Plywood,Duplex_All_Styles_and_Ages,WD,Feedr,Average,64,275,3,0,1086,0,2,0,0,2,2,6,2,528,120,6,42.031834,-93.6791403,Sawyer_West,7018
147983,HdBoard,HdBoard,Duplex_All_Styles_and_Ages,WD,Feedr,Average,64,0,5,0,0,1114,0,0,2,0,6,8,0,720,73,6,42.031623,-93.679109,Sawyer_West,7018
118858,HdBoard,HdBoard,Duplex_All_Styles_and_Ages,WD,Norm,Average,64,0,5,0,0,0,0,0,2,0,4,8,0,400,0,6,42.031545,-93.679784,Sawyer_West,7018
118858,Plywood,Plywood,Duplex_All_Styles_and_Ages,WD,Norm,Average,64,0,5,0,0,0,0,0,2,0,4,8,0,400,0,6,42.0314669,-93.67952729999999,Sawyer_West,7018
142953,Plywood,Plywood,Duplex_All_Styles_and_Ages,WD,Feedr,Average,64,0,5,0,0,1120,0,0,2,0,6,12,0,528,154,6,42.0314606,-93.67909689999999,Sawyer_West,7018
148325,Plywood,Plywood,Duplex_All_Styles_and_Ages,WD,Feedr,Average,64,216,3,0,1094,0,2,0,0,2,2,6,2,672,120,6,42.0312822,-93.6791456,Sawyer_West,7040
113722,HdBoard,HdBoard,Duplex_All_Styles_and_Ages,WD,Norm,Average,64,0,5,0,0,0,0,0,2,0,4,8,0,400,0,6,42.03057,-93.679781,Sawyer_West,7007
269500,VinylSd,VinylSd,Duplex_All_Styles_and_Ages,WD,Norm,Average,0,23,3,348,1168,1619,2,0,4,2,6,8,2,820,312,10,42.030531,-93.679856,Sawyer_West,11855
269500,VinylSd,VinylSd,Duplex_All_Styles_and_Ages,WD,Feedr,Average,0,23,3,348,1168,1619,2,0,4,2,6,8,2,820,312,10,42.0310946,-93.6791251,Sawyer_West,7939
269500,VinylSd,VinylSd,Duplex_All_Styles_and_Ages,WD,Feedr,Average,0,23,3,348,1168,1619,2,0,4,2,6,8,2,820,312,10,42.0309301,-93.679181,Sawyer_West,7976
323262,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,New,Norm,Average,84,242,3,534,1555,0,1,0,1,1,1,8,1,1138,185,7,42.026626,-93.687067,College_Creek,10933
297000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,79,336,3,417,1705,0,1,0,2,0,3,7,1,826,208,9,42.026482,-93.688859,College_Creek,10637
295493,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,61,270,7,1622,1622,0,1,0,2,0,3,8,1,860,172,1,42.026414,-93.688993,College_Creek,10226
332000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,65,364,3,616,1720,0,1,0,2,0,3,8,1,846,208,11,42.026372,-93.689091,College_Creek,10816
239900,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,71,0,7,1468,1468,0,0,0,2,0,3,6,1,904,192,6,42.025707,-93.690266,College_Creek,9178
212000,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,68,0,3,846,866,902,0,0,2,1,3,7,0,578,144,4,42.025293,-93.690971,College_Creek,10769
272500,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,77,352,3,479,1838,0,1,0,2,0,3,7,2,524,154,4,42.025577,-93.690364,College_Creek,11422
239000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,122,0,7,1800,1800,0,0,0,2,0,2,7,0,702,288,5,42.024628,-93.689072,College_Creek,11923
220000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,68,180,3,270,1604,0,1,0,2,1,3,8,1,660,123,3,42.024596,-93.689071,College_Creek,8814
200000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,64,0,3,380,1282,0,1,0,2,0,2,6,1,662,168,5,42.024613,-93.691433,College_Creek,6762
221800,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,95,140,3,382,1254,0,1,0,2,0,2,5,0,810,168,3,42.024765,-93.69157,College_Creek,10324
194500,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,64,82,3,508,1232,0,1,0,2,0,2,6,0,632,132,2,42.024327,-93.690111,College_Creek,7314
237000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,78,76,3,1474,1498,0,0,0,2,0,3,7,1,844,144,3,42.024399,-93.689066,College_Creek,11645
173000,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,79,0,7,704,704,718,0,0,2,1,3,7,1,440,36,7,42.02322,-93.689081,College_Creek,11646
275000,Wd Sdng,Wd Sdng,Split_or_Multilevel,WD,Norm,Average,0,145,3,0,1518,0,1,1,2,0,2,5,1,569,80,8,42.029772,-93.685125,Sawyer_West,12800
233500,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,0,0,3,649,1449,815,1,0,2,1,3,7,1,525,150,6,42.02792,-93.679297,Clear_Creek,16698
185000,Plywood,Plywood,Two_Story_1946_and_Newer,WD,Norm,Average,0,0,4,0,1013,966,0,1,2,1,3,7,0,538,486,6,42.0255464,-93.68256459999999,Clear_Creek,28698
152000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,82,0,3,308,1040,0,1,0,1,0,3,6,0,576,168,11,42.021171,-93.691883,College_Creek,12464
143000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Good,65,0,1,235,990,0,1,0,1,0,3,5,0,440,66,10,42.021176,-93.692135,College_Creek,9757
231500,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,65,0,3,107,928,836,1,0,2,1,3,7,0,470,276,8,42.021207,-93.688372,College_Creek,15426
212000,VinylSd,VinylSd,Two_Story_1946_and_Newer,ConLw,PosN,Above_Average,43,0,3,70,799,834,1,0,2,1,3,6,1,550,158,4,42.020817,-93.690401,College_Creek,10667
207000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,PosN,Average,65,0,3,513,1463,0,1,0,2,0,3,5,0,539,0,12,42.019784,-93.691355,College_Creek,14753
145000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,112,0,7,1097,1097,0,0,0,1,1,3,6,0,672,392,6,42.018996,-93.691585,College_Creek,10859
138000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,60,0,1,244,990,0,1,0,1,0,3,5,0,480,0,5,42.0197228,-93.69286679999999,College_Creek,8072
197900,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,80,0,7,866,866,913,0,0,2,1,3,6,0,546,198,3,42.018597,-93.690548,College_Creek,10400
204000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,78,183,3,811,1490,0,1,0,2,0,3,6,0,577,144,6,42.017569,-93.690324,College_Creek,10335
192000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,68,0,3,871,1431,0,1,0,2,0,3,6,0,666,0,9,42.016903,-93.691667,College_Creek,9017
200000,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,70,120,3,322,928,844,1,0,2,1,3,7,1,492,150,4,42.018667,-93.688383,College_Creek,8750
195000,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,68,95,7,831,831,829,0,0,2,1,3,7,0,493,144,7,42.016862,-93.689431,College_Creek,8935
227000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,67,110,3,785,1573,0,1,0,2,0,3,6,0,544,0,3,42.016399,-93.691175,College_Creek,9808
230000,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,79,0,3,278,944,896,1,0,2,1,3,6,0,622,0,6,42.01571,-93.689438,College_Creek,12420
187100,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,67,0,7,1413,1413,0,0,0,2,0,3,6,0,605,0,6,42.016551,-93.689942,College_Creek,16285
203000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,65,68,3,172,1431,0,1,0,2,0,3,6,0,577,144,4,42.01613,-93.691672,College_Creek,10739
201000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,75,180,3,1468,1492,0,0,0,2,0,3,6,1,608,0,7,42.015713,-93.688628,College_Creek,11166
124000,HdBoard,HdBoard,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,60,136,6,424,1040,0,0,0,2,0,3,5,0,0,0,8,42.021384,-93.686916,College_Creek,8430
140000,MetalSd,MetalSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,0,76,3,282,907,0,0,0,1,0,3,5,0,343,72,7,42.020087,-93.687212,College_Creek,16269
134900,HdBoard,HdBoard,One_Story_1946_and_Newer_All_Styles,WD,Norm,Good,76,40,1,132,914,0,1,0,1,0,2,5,0,444,0,10,42.019184,-93.687219,College_Creek,6950
150500,HdBoard,HdBoard,One_Story_1946_and_Newer_All_Styles,WD,Norm,Good,61,0,4,364,1040,0,0,0,2,0,3,5,0,484,0,9,42.019697,-93.685068,College_Creek,8800
136500,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Very_Good,0,90,1,218,864,0,1,0,1,0,3,6,0,336,0,7,42.019548,-93.684887,College_Creek,7000
143500,Plywood,HdBoard,One_Story_1946_and_Newer_All_Styles,WD,Norm,Good,0,0,1,1072,1268,0,0,0,1,1,3,5,0,252,173,10,42.019691,-93.684954,College_Creek,9286
133500,Plywood,HdBoard,One_Story_1946_and_Newer_All_Styles,WD,Norm,Above_Average,36,0,2,404,864,0,1,0,1,0,3,5,1,338,0,8,42.020666,-93.683157,College_Creek,15523
123000,MetalSd,MetalSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,60,0,6,117,894,0,0,0,1,0,2,6,0,600,215,9,42.020991,-93.683159,College_Creek,7200
133900,HdBoard,WdShing,Split_Foyer,WD,Norm,Very_Good,60,0,3,108,768,0,0,1,1,0,2,5,0,396,192,4,42.021788,-93.68317,College_Creek,7200
133000,Wd Shng,HdBoard,Split_Foyer,WD,Norm,Good,70,0,3,112,768,0,1,0,1,0,2,5,0,396,58,3,42.020843,-93.68351,College_Creek,8445
250000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,90,0,3,335,1569,0,1,0,2,0,3,6,0,1231,262,9,42.017109,-93.687819,College_Creek,11664
254750,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,0,198,7,1068,1068,1116,0,0,2,1,4,8,1,570,192,6,42.018722,-93.686218,College_Creek,12334
236500,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,0,0,7,1753,1753,0,0,0,2,0,3,7,1,522,202,6,42.018847,-93.68269,College_Creek,11838
261500,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,0,108,3,309,1299,573,1,0,2,1,3,7,1,531,160,11,42.01877,-93.682623,College_Creek,11885
313000,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,PosN,Average,0,204,3,536,1440,677,1,0,2,1,3,8,2,736,253,5,42.018703,-93.682983,College_Creek,11050
198500,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,70,0,7,840,840,885,0,0,2,1,3,6,0,550,0,11,42.016973,-93.686744,College_Creek,8749
211000,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,0,0,7,944,944,926,0,0,2,1,3,6,0,608,256,5,42.016978,-93.685673,College_Creek,11250
220000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Feedr,Average,90,260,3,216,1462,0,1,0,2,0,2,5,1,521,135,6,42.0181479,-93.67914999999999,College_Creek,15750
203000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,73,196,3,814,1504,0,1,0,2,0,3,6,1,478,115,6,42.018875,-93.680706,College_Creek,11883
279500,HdBoard,HdBoard,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,0,164,3,462,1822,0,1,0,2,0,3,7,1,523,194,6,42.018866,-93.681109,College_Creek,12782
210000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,70,209,3,306,1417,0,1,0,2,0,3,7,1,511,60,8,42.018006,-93.681343,College_Creek,8750
219500,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,0,573,3,318,1057,977,1,0,2,1,3,8,0,645,576,2,42.017856,-93.681411,College_Creek,9375
191000,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,70,0,7,880,880,807,0,0,2,1,2,7,1,512,0,7,42.017856,-93.680782,College_Creek,8750
178000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,70,0,7,1212,1212,0,0,0,2,0,3,6,0,573,356,6,42.016819,-93.68218,College_Creek,9100
213000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,75,171,7,1630,1630,0,0,0,2,0,3,6,1,451,74,10,42.016797,-93.68167,College_Creek,9750
144000,VinylSd,VinylSd,One_Story_PUD_1946_and_Newer,WD,Norm,Average,0,170,3,163,848,0,1,0,1,0,1,4,0,420,140,6,42.016274,-93.681297,College_Creek,4435
140000,VinylSd,VinylSd,One_Story_PUD_1946_and_Newer,WD,Norm,Average,0,170,3,163,848,0,1,0,1,0,1,4,0,420,140,5,42.016271,-93.681439,College_Creek,4435
293200,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,85,180,3,100,1578,0,1,0,2,0,3,7,1,810,0,1,42.016468,-93.684115,College_Creek,10200
190000,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,65,0,7,864,864,864,0,0,2,1,3,7,0,572,187,4,42.013957,-93.685333,College_Creek,9313
190000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,63,210,3,1480,1500,0,0,0,2,0,3,6,0,570,192,8,42.014054,-93.686051,College_Creek,8487
173500,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,64,0,3,545,738,738,1,0,2,1,3,7,0,540,100,2,42.013512,-93.684536,College_Creek,8633
170000,VinylSd,VinylSd,Two_Story_1946_and_Newer,WD,Norm,Average,85,0,7,608,608,788,0,0,2,1,3,6,1,440,100,7,42.013392,-93.6843,College_Creek,11069
108000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Feedr,Average,67,0,5,0,0,0,0,0,2,0,2,5,0,520,0,5,42.020123,-93.67830500000001,Edwards,8777
167000,MetalSd,MetalSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Good,75,0,2,849,1486,0,1,0,1,0,3,7,0,480,0,3,42.021246,-93.677407,Edwards,9937
100000,MetalSd,MetalSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Above_Average,67,0,1,126,816,0,1,0,1,0,2,3,1,288,0,5,42.021219,-93.676372,Edwards,8877
198500,HdBoard,HdBoard,Split_Foyer,ConLD,Norm,Average,64,500,5,0,0,1427,0,0,3,0,4,7,1,672,0,7,42.018988,-93.672234,Edwards,7301
159500,Plywood,HdBoard,Two_Story_1946_and_Newer,WD,Norm,Above_Average,75,140,2,155,690,728,0,0,1,1,3,6,0,440,252,7,42.0186549,-93.6755239,Edwards,7950
127000,HdBoard,HdBoard,One_Story_1946_and_Newer_All_Styles,WD,Norm,Above_Average,80,0,3,615,1014,0,1,0,1,0,3,7,0,544,0,7,42.0196717,-93.6739723,Edwards,10682
125000,MetalSd,MetalSd,Split_or_Multilevel,WD,Norm,Above_Average,72,255,1,410,1041,0,1,0,1,0,3,6,1,352,296,10,42.018928,-93.675248,Edwards,7200
320000,CmentBd,CemntBd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,86,340,3,464,1698,0,1,0,2,0,3,8,1,768,327,2,42.017026,-93.676608,Edwards,13286
145500,VinylSd,VinylSd,PUD_Multilevel_Split_Level_Foyer,WD,Norm,Average,35,80,3,0,547,0,1,0,1,0,2,5,0,525,0,4,42.01896,-93.669952,Edwards,3675
118000,VinylSd,VinylSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Excellent,50,0,7,698,698,0,0,1,1,0,2,4,0,0,0,6,42.022478,-93.664779,Edwards,9405
85000,AsbShng,AsbShng,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,64,0,4,301,876,0,0,0,1,0,3,5,0,320,0,3,42.019423,-93.666315,Edwards,6410
120000,MetalSd,MetalSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,70,0,6,0,1078,0,1,0,1,0,3,6,0,195,0,6,42.020321,-93.664685,Edwards,11767
98000,Wd Shng,WdShing,One_and_Half_Story_Finished_All_Ages,WD,Norm,Fair,50,0,5,0,0,441,0,0,2,0,4,9,0,240,92,4,42.0217997,-93.6644556,Edwards,8405
99900,Wd Sdng,Wd Sdng,One_Story_1945_and_Older,WD,Feedr,Very_Good,56,0,7,864,864,0,0,0,1,0,2,4,0,0,0,7,42.021496,-93.659191,Edwards,4060
82000,Brk Cmn,BrkComm,One_Story_1946_and_Newer_All_Styles,WD,Norm,Fair,74,0,5,0,0,0,0,0,1,0,2,4,0,528,0,7,42.019004,-93.664812,Edwards,10206
119900,VinylSd,VinylSd,Duplex_All_Styles_and_Ages,WD,Norm,Average,65,74,7,1678,1678,0,0,0,2,0,6,10,0,0,0,8,42.01822,-93.6644024,Edwards,10926
103500,HdBoard,HdBoard,One_Story_1946_and_Newer_All_Styles,WD,Norm,Average,70,259,6,604,1150,0,0,0,1,0,2,7,1,313,0,5,42.019381,-93.66433599999999,Edwards,11767
112000,AsbShng,AsbShng,One_Story_1946_and_Newer_All_Styles,COD,Norm,Fair,0,0,7,672,672,0,0,0,1,0,3,5,0,288,64,10,42.018592,-93.663302,Edwards,8926
110000,Wd Sdng,Wd Sdng,One_and_Half_Story_Finished_All_Ages,ConLI,Norm,Very_Good,67,0,7,684,684,512,0,0,1,0,3,7,0,528,0,8,42.022092,-93.657963,Edwards,12354
122000,Wd Sdng,Wd Sdng,One_and_Half_Story_Finished_All_Ages,WD,Norm,Above_Average,45,0,6,94,720,444,0,0,1,0,3,6,2,256,84,9,42.022088,-93.656664,Edwards,8212
117000,Wd Sdng,Wd Sdng,One_and_Half_Story_Finished_All_Ages,WD,Norm,Average,60,0,4,156,984,620,0,0,2,0,3,6,0,660,0,7,42.022091,-93.655674,Edwards,10998
160000,MetalSd,MetalSd,One_and_Half_Story_Finished_All_Ages,WD,Norm,Below_Average,70,88,4,0,832,436,0,0,1,1,3,7,2,250,0,7,42.020123,-93.651825,South_and_West_of_Iowa_State_University,6300
159434,Stucco,VinylSd,One_and_Half_Story_Finished_All_Ages,WD,Norm,Average,55,0,6,611,793,672,0,0,1,0,3,6,0,281,0,7,42.019713,-93.652027,South_and_West_of_Iowa_State_University,4500
60000,Wd Sdng,Wd Sdng,One_Story_1945_and_Older,WD,Norm,Average,60,0,6,0,290,0,0,0,1,0,1,3,0,246,0,1,42.017564,-93.651786,South_and_West_of_Iowa_State_University,8400
139500,VinylSd,VinylSd,One_and_Half_Story_Finished_All_Ages,WD,Norm,Good,60,0,7,778,778,545,0,0,2,0,3,7,1,240,335,7,42.016921,-93.64857,South_and_West_of_Iowa_State_University,9900
197000,Plywood,Wd Sdng,Two_and_Half_Story_All_Ages,WD,Norm,Fair,102,0,3,301,824,998,1,0,2,1,5,12,2,672,136,8,42.016182,-93.651669,South_and_West_of_Iowa_State_University,15863
105000,Wd Sdng,Wd Sdng,Two_Story_1945_and_Older,WD,Feedr,Above_Average,43,0,7,583,583,595,0,0,1,1,3,6,1,180,329,3,42.019094,-93.646555,South_and_West_of_Iowa_State_University,5707
135000,Plywood,WdShing,One_and_Half_Story_Finished_All_Ages,WD,Norm,Fair,65,0,2,500,1122,653,1,0,2,0,4,7,2,576,431,12,42.018931,-93.648414,South_and_West_of_Iowa_State_University,7804
147500,Stucco,Stucco,One_Story_1945_and_Older,WD,Norm,Very_Good,64,0,7,816,816,0,0,0,1,0,3,6,1,440,0,10,42.017889,-93.646655,Crawford,8574
137450,Wd Shng,WdShing,One_and_Half_Story_Finished_All_Ages,WD,Norm,Above_Average,51,0,2,712,976,448,0,0,2,1,3,7,1,216,147,10,42.017835,-93.648429,South_and_West_of_Iowa_State_University,6171
155000,Wd Sdng,Wd Sdng,Two_Story_1945_and_Older,WD,Feedr,Excellent,60,0,1,0,560,560,1,0,1,0,3,6,0,576,256,4,42.0189256,-93.6459433,South_and_West_of_Iowa_State_University,7200
177000,Stone,BrkFace,One_and_Half_Story_Finished_All_Ages,WD,Norm,Above_Average,57,0,7,896,896,741,0,0,1,1,3,9,1,342,0,3,42.016943,-93.646881,Crawford,7558
145000,Wd Sdng,Wd Sdng,One_and_Half_Story_Finished_All_Ages,WD,Norm,Good,52,0,7,861,861,600,0,1,2,0,3,6,1,216,0,8,42.016835,-93.648419,South_and_West_of_Iowa_State_University,6292
137000,Wd Sdng,Wd Sdng,Two_Story_1945_and_Older,WD,Norm,Very_Good,53,0,7,600,600,600,0,0,1,0,3,6,1,215,0,5,42.016957,-93.644704,Crawford,7155
234000,MetalSd,MetalSd,Two_Story_1945_and_Older,WD,Norm,Excellent,53,0,7,1276,1276,804,0,0,1,1,3,9,2,282,0,6,42.016067,-93.644636,Crawford,10918
205000,Wd Sdng,Wd Sdng,One_and_Half_Story_Finished_All_Ages,WD,Norm,Above_Average,60,0,1,112,840,727,1,0,1,1,2,6,2,440,0,2,42.0191252,-93.6428055,Crawford,13680
177500,Wd Sdng,Wd Sdng,Two_Story_1945_and_Older,WD,Norm,Good,0,0,2,224,771,741,0,0,1,0,3,7,2,213,0,11,42.019181,-93.6397,Crawford,7500
160000,MetalSd,MetalSd,One_and_Half_Story_Finished_All_Ages,WD,Norm,Good,130,0,6,300,728,332,1,0,1,1,2,7,2,256,0,6,42.018707,-93.642371,Crawford,9600
155000,MetalSd,MetalSd,One_Story_1946_and_Newer_All_Styles,WD,Norm,Below_Average,80,0,6,480,1273,0,0,0,1,0,2,5,0,307,483,6,42.017583,-93.64012,Crawford,14680
163500,Wd Sdng,Wd Sdng,One_Story_1945_and_Older,WD,Norm,Good,80,0,1,163,876,0,1,0,1,0,2,5,0,432,0,8,42.017574,-93.640592,Crawford,13360
154900,Wd Sdng,Wd Sdng,One_and_Half_Story_Finished_All_Ages,WD,Norm,Above_Average,54,0,7,731,731,523,0,0,1,1,3,7,1,186,192,7,42.016684,-93.644295,Crawford,7681
205000,Wd Sdng,Wd Sdng,Duplex_All_Styles_and_Ages,WD,Norm,Above_Average,0,0,4,674,920,1240,0,0,2,1,5,13,2,400,0,7,42.0158534,-93.6439975,Crawford,8145
144800,BrkFace,BrkFace,One_Story_1946_and_Newer_All_Styles,WD,Feedr,Above_Average,70,0,6,264,1112,0,1,0,1,0,2,6,1,390,0,10,42.016152,-93.639431,Crawford,9100
